Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
16-02-2023,07:23,15-02-2023,AES CORP,US00130H1059,Dividend,,USD,"1,49",USD,"1,27",
16-02-2023,07:23,15-02-2023,AES CORP,US00130H1059,Dividendbelasting,,USD,"-0,22",USD,"-0,22",
01-02-2023,14:24,31-01-2023,,,Rente,,EUR,"-0,01",EUR,"-0,71",
27-01-2023,07:34,26-01-2023,,,Valuta Creditering,,EUR,"2,07",EUR,"-0,70",
27-01-2023,07:34,26-01-2023,,,Valuta Debitering,"1,0919",USD,"-2,26",USD,"0,00",
26-01-2023,07:19,25-01-2023,CISCO SYSTEMS INC,US17275R1023,Dividend,,USD,"2,66",USD,"2,26",
26-01-2023,07:19,25-01-2023,CISCO SYSTEMS INC,US17275R1023,Dividendbelasting,,USD,"-0,40",USD,"-0,40",
21-01-2023,07:34,20-01-2023,,,Valuta Creditering,,EUR,"0,36",EUR,"-2,77",
21-01-2023,07:34,20-01-2023,,,Valuta Debitering,"1,0884",USD,"-0,39",USD,"0,00",
20-01-2023,07:06,19-01-2023,MICRON TECHNOLOGY INC,US5951121038,Dividend,,USD,"0,46",USD,"0,39",
20-01-2023,07:06,19-01-2023,MICRON TECHNOLOGY INC,US5951121038,Dividendbelasting,,USD,"-0,07",USD,"-0,07",
18-01-2023,11:19,17-01-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 6,59 EUR",,,,EUR,"-3,13",
18-01-2023,11:19,17-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"6,59",EUR,"3,46",
17-01-2023,16:07,17-01-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,Valuta Creditering,"1,0810",USD,"615,60",USD,"0,00",589c6ca0-5667-4a2c-81ee-0acf17fae588
17-01-2023,16:07,17-01-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,Valuta Debitering,,EUR,"-569,48",EUR,"-3,13",589c6ca0-5667-4a2c-81ee-0acf17fae588
17-01-2023,16:07,17-01-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"566,35",589c6ca0-5667-4a2c-81ee-0acf17fae588
17-01-2023,16:07,17-01-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,"Koop 54 @ 11,4 USD",,USD,"-615,60",USD,"-615,60",589c6ca0-5667-4a2c-81ee-0acf17fae588
17-01-2023,15:30,17-01-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,Valuta Debitering,"1,0891",USD,"-611,82",USD,"0,00",f6e9a5fe-e2c1-48a9-8cd8-6fa64c5b10aa
17-01-2023,15:30,17-01-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,Valuta Creditering,,EUR,"561,76",EUR,"567,35",f6e9a5fe-e2c1-48a9-8cd8-6fa64c5b10aa
17-01-2023,15:30,17-01-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"5,59",f6e9a5fe-e2c1-48a9-8cd8-6fa64c5b10aa
17-01-2023,15:30,17-01-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,"Verkoop 54 @ 11,33 USD",,USD,"611,82",USD,"611,82",f6e9a5fe-e2c1-48a9-8cd8-6fa64c5b10aa
16-01-2023,17:19,16-01-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 0,01 EUR",,,,EUR,"6,59",
16-01-2023,17:19,16-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"0,01",EUR,"6,60",
16-01-2023,10:34,13-01-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 6,6 EUR",,,,EUR,"6,59",
16-01-2023,10:34,13-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-6,60",EUR,"-0,01",
14-01-2023,08:33,13-01-2023,,,Valuta Debitering,,EUR,"-0,01",EUR,"6,59",
14-01-2023,08:33,13-01-2023,,,Valuta Creditering,"1,0804",USD,"0,01",USD,"0,00",
13-01-2023,21:46,13-01-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,Valuta Creditering,"1,0805",USD,"634,50",USD,"-0,01",3b6ac19d-6b8b-44ae-95e7-4a11b6b07d5c
13-01-2023,21:46,13-01-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,Valuta Debitering,,EUR,"-587,23",EUR,"6,60",3b6ac19d-6b8b-44ae-95e7-4a11b6b07d5c
13-01-2023,21:46,13-01-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"593,83",3b6ac19d-6b8b-44ae-95e7-4a11b6b07d5c
13-01-2023,21:46,13-01-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,"Koop 54 @ 11,75 USD",,USD,"-634,50",USD,"-634,51",3b6ac19d-6b8b-44ae-95e7-4a11b6b07d5c
13-01-2023,16:09,13-01-2023,CISCO SYSTEMS INC,US17275R1023,Valuta Debitering,"1,0848",USD,"-339,96",USD,"-0,01",50ad8691-826c-409b-be2c-6d1ea88916c0
13-01-2023,16:09,13-01-2023,CISCO SYSTEMS INC,US17275R1023,Valuta Creditering,,EUR,"313,38",EUR,"594,83",50ad8691-826c-409b-be2c-6d1ea88916c0
13-01-2023,16:09,13-01-2023,CISCO SYSTEMS INC,US17275R1023,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"281,45",50ad8691-826c-409b-be2c-6d1ea88916c0
13-01-2023,16:09,13-01-2023,CISCO SYSTEMS INC,US17275R1023,"Verkoop 7 @ 48,565 USD",,USD,"339,96",USD,"339,95",50ad8691-826c-409b-be2c-6d1ea88916c0
13-01-2023,15:51,13-01-2023,1LIFE HEALTHCARE INC,US68269G1076,Valuta Debitering,"1,0840",USD,"-148,50",USD,"0,00",e0546999-99a8-4299-8272-7ae1f2282eef
13-01-2023,15:51,13-01-2023,1LIFE HEALTHCARE INC,US68269G1076,Valuta Creditering,,EUR,"136,99",EUR,"282,45",e0546999-99a8-4299-8272-7ae1f2282eef
13-01-2023,15:51,13-01-2023,1LIFE HEALTHCARE INC,US68269G1076,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"145,46",e0546999-99a8-4299-8272-7ae1f2282eef
13-01-2023,15:51,13-01-2023,1LIFE HEALTHCARE INC,US68269G1076,"Verkoop 9 @ 16,5 USD",,USD,"148,50",USD,"148,50",e0546999-99a8-4299-8272-7ae1f2282eef
13-01-2023,15:36,13-01-2023,ASPEN PHARMACARE HOLDINGS LTD,ZAE000066692,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,90",EUR,"146,46",4642ac0d-5189-4074-a3cf-94fcf6aae8f3
13-01-2023,15:36,13-01-2023,ASPEN PHARMACARE HOLDINGS LTD,ZAE000066692,"Verkoop 20 @ 7,75 EUR",,EUR,"155,00",EUR,"150,36",4642ac0d-5189-4074-a3cf-94fcf6aae8f3
09-01-2023,09:40,09-01-2023,MEITUAN - NON TRADEABLE,RCC188527108,"WIJZIGING ISIN: Koop 1 @ 22,305 EUR",,EUR,"-22,30",EUR,"-4,64",
09-01-2023,09:40,09-01-2023,MEITUAN - NON TRADEABLE,KYG596691041,"WIJZIGING ISIN: Verkoop 1 @ 22,305 EUR",,EUR,"22,30",EUR,"17,67",
06-01-2023,16:17,31-12-2022,,,Rente,,EUR,"-3,76",EUR,"-4,64",
05-01-2023,07:52,05-01-2023,MEITUAN - NON TRADEABLE,KYG596691041,SPIN-OFF: Koop 1 @ 0 EUR,,EUR,"0,00",EUR,"-0,88",
05-01-2023,04:22,02-01-2023,,,Flatex Interest Income,,EUR,"0,00",EUR,"-0,88",
04-01-2023,05:35,03-01-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 25,66 EUR",,,,EUR,"-0,88",
04-01-2023,05:35,03-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"25,66",EUR,"24,78",
03-01-2023,14:20,02-01-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 11,54 EUR",,,,EUR,"-0,88",
03-01-2023,14:20,02-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-11,54",EUR,"-12,42",
03-01-2023,14:04,31-12-2022,,,DEGIRO Aansluitingskosten 2023 (Nasdaq Stockholm AB - OMX),,EUR,"-2,50",EUR,"-0,88",
03-01-2023,14:04,31-12-2022,,,DEGIRO Aansluitingskosten 2023 (Euronext Paris - EPA),,EUR,"-2,50",EUR,"1,62",
03-01-2023,14:04,31-12-2022,,,DEGIRO Aansluitingskosten 2023 (New York Stock Exchange - NSY),,EUR,"-2,50",EUR,"4,12",
03-01-2023,14:04,31-12-2022,,,DEGIRO Aansluitingskosten 2023 (Nasdaq - NDQ),,EUR,"-2,50",EUR,"6,62",
03-01-2023,14:04,31-12-2022,,,DEGIRO Aansluitingskosten 2023 (Tradegate AG - TDG),,EUR,"-2,50",EUR,"9,12",
03-01-2023,14:04,31-12-2022,,,DEGIRO Aansluitingskosten 2023 (Xetra - XET),,EUR,"-2,50",EUR,"11,62",
03-01-2023,00:52,02-01-2023,,,Flatex Interest Income,,USD,"0,00",USD,"0,00",
03-01-2023,00:34,02-01-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 11,54 EUR",,,,EUR,"14,12",
03-01-2023,00:34,02-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-11,54",EUR,"2,58",
31-12-2022,07:35,30-12-2022,,,Valuta Creditering,,EUR,"11,54",EUR,"14,12",
31-12-2022,07:35,30-12-2022,,,Valuta Debitering,"1,0732",USD,"-12,39",USD,"0,00",
30-12-2022,20:04,30-12-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 2,58 EUR",,,,EUR,"2,58",
30-12-2022,20:04,30-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-2,58",EUR,"0,00",
30-12-2022,07:44,29-12-2022,,,Valuta Creditering,,EUR,"6,37",EUR,"2,58",
30-12-2022,07:44,29-12-2022,,,Valuta Debitering,"1,0688",USD,"-6,81",USD,"12,39",
30-12-2022,07:07,28-12-2022,VNGRD FTSE ALL-WLD HGH DIV YLD UCITS,IE00B8GKDB10,Dividend,,USD,"12,39",USD,"19,20",
29-12-2022,07:27,28-12-2022,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,Dividend,,USD,"6,81",USD,"6,81",
27-12-2022,16:49,27-12-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 51,4 EUR",,,,EUR,"-3,79",
27-12-2022,16:49,27-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"51,40",EUR,"47,61",
27-12-2022,14:25,27-12-2022,VNGRD FTSE ALL-WLD HGH DIV YLD UCITS,IE00B8GKDB10,"Koop 1 @ 55,188 EUR",,EUR,"-55,19",EUR,"-3,79",de867a5a-e57c-48e9-97a5-1af09c0d02d4
27-12-2022,12:19,26-12-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,23 EUR",,,,EUR,"51,40",
27-12-2022,12:19,26-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,23",EUR,"51,17",
24-12-2022,07:38,23-12-2022,,,Valuta Creditering,,EUR,"0,23",EUR,"51,40",
24-12-2022,07:38,23-12-2022,,,Valuta Debitering,"1,0643",USD,"-0,24",USD,"0,00",
23-12-2022,07:29,22-12-2022,NVIDIA CORP,US67066G1040,Dividend,,USD,"0,28",USD,"0,24",
23-12-2022,07:29,22-12-2022,NVIDIA CORP,US67066G1040,Dividendbelasting,,USD,"-0,04",USD,"-0,04",
22-12-2022,19:33,22-12-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 1.948,83 EUR",,,,EUR,"51,17",
22-12-2022,19:33,22-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1948,83",EUR,"2000,00",
22-12-2022,09:51,21-12-2022,,,iDEAL Deposit,,EUR,"1000,00",EUR,"51,17",
22-12-2022,09:51,21-12-2022,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-948,83",
22-12-2022,09:50,21-12-2022,,,iDEAL Deposit,,EUR,"1000,00",EUR,"51,17",
22-12-2022,09:50,21-12-2022,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-948,83",
22-12-2022,07:33,21-12-2022,,,Valuta Creditering,,EUR,"0,43",EUR,"51,17",
22-12-2022,07:33,21-12-2022,,,Valuta Debitering,"1,0631",USD,"-0,46",USD,"0,00",
21-12-2022,07:08,20-12-2022,ADR ON STMICROELECTRONICS NV,US8610121027,Dividend,,USD,"0,54",USD,"0,46",
21-12-2022,07:08,20-12-2022,ADR ON STMICROELECTRONICS NV,US8610121027,Dividendbelasting,,USD,"-0,08",USD,"-0,08",
20-12-2022,22:27,20-12-2022,,,Reservation iDEAL,,EUR,"1000,00",EUR,"50,74",
20-12-2022,22:27,20-12-2022,,,Reservation iDEAL,,EUR,"1000,00",EUR,"-949,26",
20-12-2022,07:32,19-12-2022,,,Valuta Creditering,,EUR,"1,19",EUR,"-1949,26",
20-12-2022,07:32,19-12-2022,,,Valuta Debitering,"1,0633",USD,"-1,27",USD,"0,00",
19-12-2022,07:09,16-12-2022,ENERGIZER HOLDINGS INC,US29272W1099,Dividend,,USD,"1,50",USD,"1,27",
19-12-2022,07:09,16-12-2022,ENERGIZER HOLDINGS INC,US29272W1099,Dividendbelasting,,USD,"-0,23",USD,"-0,23",
17-12-2022,08:40,16-12-2022,,,Valuta Creditering,,EUR,"2,40",EUR,"-1950,45",
17-12-2022,08:40,16-12-2022,,,Valuta Debitering,"1,0613",USD,"-2,55",USD,"0,00",
16-12-2022,09:01,15-12-2022,QUALCOMM INC,US7475251036,Dividend,,USD,"3,00",USD,"2,55",
16-12-2022,09:01,15-12-2022,QUALCOMM INC,US7475251036,Dividendbelasting,,USD,"-0,45",USD,"-0,45",
12-12-2022,19:47,12-12-2022,TESLA INC,US88160R1014,Valuta Creditering,"1,0491",USD,"508,23",USD,"0,00",2257e81a-2a8f-4457-94b7-9ac6b8ecbf92
12-12-2022,19:47,12-12-2022,TESLA INC,US88160R1014,Valuta Debitering,,EUR,"-484,46",EUR,"-1952,85",2257e81a-2a8f-4457-94b7-9ac6b8ecbf92
12-12-2022,19:47,12-12-2022,TESLA INC,US88160R1014,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"-1468,39",2257e81a-2a8f-4457-94b7-9ac6b8ecbf92
12-12-2022,19:47,12-12-2022,TESLA INC,US88160R1014,"Koop 3 @ 169,41 USD",,USD,"-508,23",USD,"-508,23",2257e81a-2a8f-4457-94b7-9ac6b8ecbf92
10-12-2022,07:36,09-12-2022,,,Valuta Creditering,,EUR,"1,64",EUR,"-1467,39",
10-12-2022,07:36,09-12-2022,,,Valuta Debitering,"1,0567",USD,"-1,73",USD,"0,00",
09-12-2022,16:26,08-12-2022,MICROSOFT CORP,US5949181045,Dividend,,USD,"2,04",USD,"1,73",
09-12-2022,16:26,08-12-2022,MICROSOFT CORP,US5949181045,Dividendbelasting,,USD,"-0,31",USD,"-0,31",
09-12-2022,07:33,08-12-2022,,,Valuta Creditering,,EUR,"291,28",EUR,"-1469,03",
09-12-2022,07:33,08-12-2022,,,Valuta Debitering,"1,0583",USD,"-308,25",USD,"0,00",
08-12-2022,08:41,07-12-2022,SWITCH INC,US87105L1044,Contante Verrekening Aandelen,,USD,"308,25",USD,"308,25",
08-12-2022,08:41,07-12-2022,SWITCH INC,US87105L1044,DELISTING: Verkoop 9 @ 0 USD,,USD,"0,00",USD,"0,00",
03-12-2022,07:42,02-12-2022,,,Valuta Creditering,,EUR,"0,38",EUR,"-1760,31",
03-12-2022,07:42,02-12-2022,,,Valuta Debitering,"1,0562",USD,"-0,40",USD,"0,00",
02-12-2022,07:38,01-12-2022,,,Valuta Debitering,,EUR,"-3,98",EUR,"-1760,69",
02-12-2022,07:38,01-12-2022,,,Valuta Creditering,"1,0493",USD,"4,18",USD,"0,40",
02-12-2022,07:08,01-12-2022,SWITCH INC,US87105L1044,Dividend,,USD,"0,47",USD,"-3,78",
02-12-2022,07:08,01-12-2022,SWITCH INC,US87105L1044,Dividendbelasting,,USD,"-0,07",USD,"-4,25",
01-12-2022,14:11,30-11-2022,,,Rente,,USD,"-4,18",USD,"-4,18",
01-12-2022,14:11,30-11-2022,,,Rente,,EUR,"-6,49",EUR,"-1756,71",
29-11-2022,07:33,28-11-2022,,,Valuta Creditering,,EUR,"1,30",EUR,"-1750,22",
29-11-2022,07:33,28-11-2022,,,Valuta Debitering,"1,0365",USD,"-1,35",USD,"0,00",
28-11-2022,07:14,25-11-2022,STARBUCKS CORP,US8552441094,Dividend,,USD,"1,59",USD,"1,35",
28-11-2022,07:14,25-11-2022,STARBUCKS CORP,US8552441094,Dividendbelasting,,USD,"-0,24",USD,"-0,24",
25-11-2022,16:18,25-11-2022,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 1.800 EUR,,,,EUR,"-1751,52",
25-11-2022,16:18,25-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1800,00",EUR,"48,48",
25-11-2022,09:51,24-11-2022,,,iDEAL Deposit,,EUR,"800,00",EUR,"-1751,52",
25-11-2022,09:51,24-11-2022,,,Reservation iDEAL,,EUR,"-800,00",EUR,"-2551,52",
25-11-2022,09:51,24-11-2022,,,iDEAL Deposit,,EUR,"1000,00",EUR,"-1751,52",
25-11-2022,09:51,24-11-2022,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-2751,52",
24-11-2022,12:11,24-11-2022,,,Reservation iDEAL,,EUR,"800,00",EUR,"-1751,52",
24-11-2022,12:09,24-11-2022,,,Reservation iDEAL,,EUR,"1000,00",EUR,"-2551,52",
17-11-2022,08:22,16-11-2022,,,Valuta Creditering,,EUR,"1,16",EUR,"-3551,52",
17-11-2022,08:22,16-11-2022,,,Valuta Debitering,"1,0421",USD,"-1,21",USD,"0,00",
16-11-2022,07:24,15-11-2022,AES CORP,US00130H1059,Dividend,,USD,"1,42",USD,"1,21",
16-11-2022,07:24,15-11-2022,AES CORP,US00130H1059,Dividendbelasting,,USD,"-0,21",USD,"-0,21",
15-11-2022,07:39,14-11-2022,ASML HOLDING NV,NL0010273215,Dividend,,EUR,"5,48",EUR,"-3552,68",
15-11-2022,07:39,14-11-2022,ASML HOLDING NV,NL0010273215,Dividendbelasting,,EUR,"-0,82",EUR,"-3558,16",
14-11-2022,17:49,14-11-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 84,69 EUR",,,,EUR,"-3557,34",
14-11-2022,17:49,14-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"84,69",EUR,"-3472,65",
12-11-2022,07:40,11-11-2022,,,Valuta Debitering,,EUR,"-3642,03",EUR,"-3557,34",
12-11-2022,07:40,11-11-2022,,,Valuta Creditering,"1,0322",USD,"3759,24",USD,"0,00",
11-11-2022,07:24,10-11-2022,APPLE INC,US0378331005,Dividend,,USD,"3,22",USD,"-3759,24",
11-11-2022,07:24,10-11-2022,APPLE INC,US0378331005,Dividendbelasting,,USD,"-0,48",USD,"-3762,46",
03-11-2022,17:49,03-11-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 0,85 EUR",,,,EUR,"84,69",
03-11-2022,17:49,03-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"0,85",EUR,"85,54",
03-11-2022,08:30,31-10-2022,,,Rente,,USD,"-8,97",USD,"-3761,98",
03-11-2022,08:30,31-10-2022,,,Rente,,EUR,"-0,85",EUR,"84,69",
31-10-2022,11:04,28-10-2022,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 1 EUR,,,,EUR,"85,54",
31-10-2022,11:04,28-10-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1,00",EUR,"86,54",
28-10-2022,17:59,28-10-2022,AMAZON.COM INC,US0231351067,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"85,54",7d198b28-4c66-469c-8230-f68b43690c42
28-10-2022,17:59,28-10-2022,AMAZON.COM INC,US0231351067,Koop 5 @ 100 USD,,USD,"-500,00",USD,"-3753,01",7d198b28-4c66-469c-8230-f68b43690c42
27-10-2022,10:49,26-10-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 144,87 EUR",,,,EUR,"86,54",
27-10-2022,10:49,26-10-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"144,87",EUR,"231,41",
27-10-2022,07:25,26-10-2022,MICRON TECHNOLOGY INC,US5951121038,Dividend,,USD,"0,46",USD,"-3253,01",
27-10-2022,07:25,26-10-2022,MICRON TECHNOLOGY INC,US5951121038,Dividendbelasting,,USD,"-0,07",USD,"-3253,47",
27-10-2022,07:18,26-10-2022,CISCO SYSTEMS INC,US17275R1023,Dividend,,USD,"2,66",USD,"-3253,40",
27-10-2022,07:18,26-10-2022,CISCO SYSTEMS INC,US17275R1023,Dividendbelasting,,USD,"-0,40",USD,"-3256,06",
26-10-2022,16:51,26-10-2022,ALPHABET INC CLASS A,US02079K3059,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"86,54",b8bf3c8d-45c1-44ff-a9df-3893d9128bd4
26-10-2022,16:51,26-10-2022,ALPHABET INC CLASS A,US02079K3059,"Koop 4 @ 97,6 USD",,USD,"-390,40",USD,"-3255,66",b8bf3c8d-45c1-44ff-a9df-3893d9128bd4
26-10-2022,16:50,26-10-2022,TENCENT HOLDINGS LTD,KYG875721634,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,90",EUR,"87,54",4ef80ec7-473c-428a-b16c-edcb288c70e1
26-10-2022,16:50,26-10-2022,TENCENT HOLDINGS LTD,KYG875721634,"Koop 5 @ 27,995 EUR",,EUR,"-139,98",EUR,"91,44",4ef80ec7-473c-428a-b16c-edcb288c70e1
25-10-2022,17:19,25-10-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 768,59 EUR",,,,EUR,"231,41",
25-10-2022,17:19,25-10-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"768,59",EUR,"1000,00",
25-10-2022,10:02,24-10-2022,,,iDEAL Deposit,,EUR,"1000,00",EUR,"231,41",
25-10-2022,10:02,24-10-2022,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"-768,59",
24-10-2022,14:01,24-10-2022,,,Reservation iDEAL,,EUR,"1000,00",EUR,"231,41",
18-10-2022,15:46,18-10-2022,SUNRUN INC,US86771W1053,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"-768,59",3818b34d-d5cd-4171-9538-424c71855004
18-10-2022,15:46,18-10-2022,SUNRUN INC,US86771W1053,"Koop 4 @ 22,63 USD",,USD,"-90,52",USD,"-2865,26",3818b34d-d5cd-4171-9538-424c71855004
18-10-2022,15:33,18-10-2022,DRAFTKINGS INC CLASS A,US26142V1052,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"-767,59",0208e4d6-0049-4b5d-adc8-4c6afc01254a
18-10-2022,15:33,18-10-2022,DRAFTKINGS INC CLASS A,US26142V1052,"Koop 15 @ 13,85 USD",,USD,"-207,75",USD,"-2774,74",0208e4d6-0049-4b5d-adc8-4c6afc01254a
18-10-2022,15:31,18-10-2022,HIMS & HERS HEALTH INC CLASS A,US4330001060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"-766,59",c10e315e-52c1-44e2-8e0f-82f174d1a675
18-10-2022,15:31,18-10-2022,HIMS & HERS HEALTH INC CLASS A,US4330001060,"Koop 25 @ 4,49 USD",,USD,"-112,25",USD,"-2566,99",c10e315e-52c1-44e2-8e0f-82f174d1a675
14-10-2022,16:19,14-10-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 35,83 EUR",,,,EUR,"-765,59",
14-10-2022,16:19,14-10-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"35,83",EUR,"-729,76",
14-10-2022,09:23,14-10-2022,THULE GROUP AB,SE0006422390,Valuta Creditering,"10,9687",SEK,"2146,00",SEK,"0,00",6d9cc612-8ca5-4b8e-b9ca-d2cec52a47ae
14-10-2022,09:23,14-10-2022,THULE GROUP AB,SE0006422390,Valuta Debitering,,EUR,"-195,65",EUR,"-765,59",6d9cc612-8ca5-4b8e-b9ca-d2cec52a47ae
14-10-2022,09:23,14-10-2022,THULE GROUP AB,SE0006422390,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-4,90",EUR,"-569,94",6d9cc612-8ca5-4b8e-b9ca-d2cec52a47ae
14-10-2022,09:23,14-10-2022,THULE GROUP AB,SE0006422390,"Koop 10 @ 214,6 SEK",,SEK,"-2146,00",SEK,"-2146,00",6d9cc612-8ca5-4b8e-b9ca-d2cec52a47ae
14-10-2022,09:15,14-10-2022,ATOS SE,FR0000051732,Transactiebelasting Frankrijk,,EUR,"-0,52",EUR,"-565,04",ad16fc71-779a-4715-8786-afaf192aeeeb
14-10-2022,09:15,14-10-2022,ATOS SE,FR0000051732,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-4,90",EUR,"-564,52",ad16fc71-779a-4715-8786-afaf192aeeeb
14-10-2022,09:15,14-10-2022,ATOS SE,FR0000051732,"Koop 20 @ 8,69 EUR",,EUR,"-173,80",EUR,"-559,62",ad16fc71-779a-4715-8786-afaf192aeeeb
14-10-2022,09:09,14-10-2022,ASML HOLDING NV,NL0010273215,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,00",EUR,"-385,82",ee579947-19fa-4ba9-a913-46394a9e3662
14-10-2022,09:09,14-10-2022,ASML HOLDING NV,NL0010273215,"Koop 1 @ 418,65 EUR",,EUR,"-418,65",EUR,"-382,82",ee579947-19fa-4ba9-a913-46394a9e3662
13-10-2022,17:19,13-10-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 4,13 EUR",,,,EUR,"35,83",
13-10-2022,17:19,13-10-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-4,13",EUR,"31,70",
13-10-2022,07:35,12-10-2022,,,Valuta Creditering,,EUR,"4,13",EUR,"35,83",
13-10-2022,07:35,12-10-2022,,,Valuta Debitering,"11,0286",SEK,"-45,50",SEK,"0,00",
12-10-2022,21:03,12-10-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 140,5 EUR",,,,EUR,"31,70",
12-10-2022,21:03,12-10-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"140,50",EUR,"172,20",
